id,tên,loại,thành phần,option,option_json,canonical_description,structured_tags,health_profile,context_suitability,
210,bánh khọt vũng tàu,đồ ăn,"bột gạo, tôm, rau sống, mỡ hành","tôm (nhiều/ít), rau (nhiều/ít/không), mỡ hành (nhiều/ít/không), nước mắm (cay/không cay)","{""tôm"": [""nhiều"", ""ít""], ""rau"": [""nhiều"", ""ít"", ""không""], ""mỡ_hành"": [""nhiều"", ""ít"", ""không""], ""nước_mắm"": [""cay"", ""không cay""]}","Bánh khọt là món chiên giòn, béo nhẹ và thơm mùi tôm. Không phù hợp người cao huyết áp, béo phì hoặc cholesterol cao.","{""type"":""đồ ăn"",""taste"":[""crispy"",""savory"",""fatty""],""ingredients"":[""bột gạo"",""tôm"",""rau sống"",""mỡ hành""],""options"":[""tôm (nhiều/ít)"",""rau (nhiều/ít/không)"",""mỡ hành (nhiều/ít/không)"",""nước mắm (cay/không cay)""],""suitable_for"":[""light_meal"",""with_friends""],""avoid_for"":[""high_blood_pressure"",""obesity"",""high_cholesterol"",""gout""]}","{""good_for"":[""light_meal"",""with_friends""],""bad_for"":[""high_blood_pressure"",""obesity"",""high_cholesterol"",""gout""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":true,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
211,bánh ướt,đồ ăn,"bánh ướt, chả, hành phi, mắm nêm","chả (nhiều/ít), hành phi (nhiều/ít/không), mắm nêm (nhiều/ít)","{""chả"": [""nhiều"", ""ít""], ""hành_phi"": [""nhiều"", ""ít"", ""không""], ""mắm_nêm"": [""nhiều"", ""ít""]}","Bánh ướt mềm, thơm hành, đậm vị mắm nêm. Không phù hợp người cao huyết áp hoặc bệnh tim mạch do mắm nêm mặn.","{""type"":""đồ ăn"",""taste"":[""savory"",""umami"",""soft""],""ingredients"":[""bánh ướt"",""chả"",""hành phi"",""mắm nêm""],""options"":[""chả (nhiều/ít)"",""hành phi (nhiều/ít/không)"",""mắm nêm (nhiều/ít)""],""suitable_for"":[""light_meal""],""avoid_for"":[""high_blood_pressure"",""heart_disease""]}","{""good_for"":[""light_meal""],""bad_for"":[""high_blood_pressure"",""heart_disease""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
212,bánh cuốn,đồ ăn,"bánh cuốn, thịt băm, nấm mèo, hành phi","thịt (nhiều/ít), nấm mèo (nhiều/ít), hành phi (nhiều/ít/không), nước mắm (cay/không cay)","{""thịt"": [""nhiều"", ""ít""], ""nấm_mèo"": [""nhiều"", ""ít""], ""hành_phi"": [""nhiều"", ""ít"", ""không""], ""nước_mắm"": [""cay"", ""không cay""]}","Bánh cuốn mềm, thơm, nhân thịt và nấm. Không phù hợp người béo phì hoặc cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""savory"",""soft"",""umami""],""ingredients"":[""bánh cuốn"",""thịt băm"",""nấm mèo"",""hành phi""],""options"":[""thịt (nhiều/ít)"",""nấm mèo (nhiều/ít)"",""hành phi (nhiều/ít/không)"",""nước mắm (cay/không cay)""],""suitable_for"":[""light_meal""],""avoid_for"":[""high_blood_pressure"",""obesity""]}","{""good_for"":[""light_meal""],""bad_for"":[""high_blood_pressure"",""obesity""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
213,bánh khoái,đồ ăn,"bột gạo, tôm, thịt heo, giá","tôm (nhiều/ít), thịt heo (nhiều/ít), giá (nhiều/ít/không), nước lèo (nhiều/ít)","{""tôm"": [""nhiều"", ""ít""], ""thịt_heo"": [""nhiều"", ""ít""], ""giá"": [""nhiều"", ""ít"", ""không""], ""nước_lèo"": [""nhiều"", ""ít""]}","Bánh khoái giòn, béo nhẹ và thơm tôm thịt. Không phù hợp người gút, cao huyết áp hoặc cholesterol cao.","{""type"":""đồ ăn"",""taste"":[""crispy"",""savory"",""umami""],""ingredients"":[""bột gạo"",""tôm"",""thịt heo"",""giá""],""options"":[""tôm (nhiều/ít)"",""thịt heo (nhiều/ít)"",""giá (nhiều/ít/không)"",""nước lèo (nhiều/ít)""],""suitable_for"":[""with_friends""],""avoid_for"":[""gout"",""high_blood_pressure"",""high_cholesterol""]}","{""good_for"":[""with_friends""],""bad_for"":[""gout"",""high_blood_pressure"",""high_cholesterol""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":true,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
214,bánh nậm,đồ ăn,"bột gạo, tôm xay, hành, mỡ hành","tôm (nhiều/ít), hành (nhiều/ít/không), mỡ hành (nhiều/ít/không)","{""tôm"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""mỡ_hành"": [""nhiều"", ""ít"", ""không""]}","Bánh nậm mềm, thơm mùi tôm, thanh vị và dễ ăn. Không phù hợp người gút hoặc cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""soft"",""savory"",""umami""],""ingredients"":[""bột gạo"",""tôm xay"",""hành"",""mỡ hành""],""options"":[""tôm (nhiều/ít)"",""hành (nhiều/ít/không)"",""mỡ hành (nhiều/ít/không)""],""suitable_for"":[""light_meal""],""avoid_for"":[""gout"",""high_blood_pressure""]}","{""good_for"":[""light_meal""],""bad_for"":[""gout"",""high_blood_pressure""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
215,bánh bột lọc,đồ ăn,"bột lọc, tôm, thịt, nước mắm","tôm (nhiều/ít), thịt (nhiều/ít), nước mắm (cay/không cay)","{""tôm"": [""nhiều"", ""ít""], ""thịt"": [""nhiều"", ""ít""], ""nước_mắm"": [""cay"", ""không cay""]}","Bánh bột lọc dai mềm, thơm tôm thịt và đậm vị nước mắm. Không phù hợp người gút hoặc cao huyết áp.","{""type"":""đồ ăn"",""taste"":[""savory"",""umami"",""chewy""],""ingredients"":[""bột lọc"",""tôm"",""thịt"",""nước mắm""],""options"":[""tôm (nhiều/ít)"",""thịt (nhiều/ít)"",""nước mắm (cay/không cay)""],""suitable_for"":[""light_meal""],""avoid_for"":[""gout"",""high_blood_pressure""]}","{""good_for"":[""light_meal""],""bad_for"":[""gout"",""high_blood_pressure""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
216,bánh đúc,đồ ăn,"bột gạo, nước cốt dừa, rau, đậu phộng","nước cốt dừa (nhiều/ít), đậu phộng (nhiều/ít), rau (nhiều/ít/không)","{""nước_cốt_dừa"": [""nhiều"", ""ít""], ""đậu_phộng"": [""nhiều"", ""ít""], ""rau"": [""nhiều"", ""ít"", ""không""]}","Bánh đúc mềm, béo nhẹ và thơm mùi nước cốt dừa. Không phù hợp người béo phì hoặc tiểu đường.","{""type"":""đồ ăn"",""taste"":[""soft"",""fatty"",""savory""],""ingredients"":[""bột gạo"",""nước cốt dừa"",""rau"",""đậu phộng""],""options"":[""nước cốt dừa (nhiều/ít)"",""đậu phộng (nhiều/ít)"",""rau (nhiều/ít/không)""],""suitable_for"":[""light_meal""],""avoid_for"":[""diabetes"",""obesity"",""high_cholesterol""]}","{""good_for"":[""light_meal""],""bad_for"":[""diabetes"",""obesity"",""high_cholesterol""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
217,bánh lọt,đồ ăn,"bánh lọt, nước cốt dừa, đường thốt nốt, đá","đá (nhiều/ít/không), nước cốt dừa (nhiều/ít), đường (nhiều/ít)","{""đá"": [""nhiều"", ""ít"", ""không""], ""nước_cốt_dừa"": [""nhiều"", ""ít""], ""đường"": [""nhiều"", ""ít""]}","Bánh lọt là món ngọt mát, béo nhẹ và giải nhiệt. Không phù hợp người tiểu đường hoặc béo phì.","{""type"":""đồ ăn"",""taste"":[""sweet"",""fatty"",""fresh""],""ingredients"":[""bánh lọt"",""nước cốt dừa"",""đường thốt nốt"",""đá""],""options"":[""đá (nhiều/ít/không)"",""nước cốt dừa (nhiều/ít)"",""đường (nhiều/ít)""],""suitable_for"":[""hot_weather""],""avoid_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""good_for"":[""hot_weather""],""bad_for"":[""diabetes"",""obesity"",""fatty_liver""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":false,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":false}",
218,bánh căn mini,đồ ăn,"bột gạo, trứng, hành","trứng (nhiều/ít), hành (nhiều/ít/không), nước chấm (cay/không cay)","{""trứng"": [""nhiều"", ""ít""], ""hành"": [""nhiều"", ""ít"", ""không""], ""nước_chấm"": [""cay"", ""không cay""]}","Bánh căn mini nhỏ gọn, thơm trứng và giòn nhẹ. Không phù hợp người cholesterol cao hoặc dị ứng trứng.","{""type"":""đồ ăn"",""taste"":[""savory"",""warm"",""crispy""],""ingredients"":[""bột gạo"",""trứng"",""hành""],""options"":[""trứng (nhiều/ít)"",""hành (nhiều/ít/không)"",""nước chấm (cay/không cay)""],""suitable_for"":[""light_meal"",""with_friends""],""avoid_for"":[""high_cholesterol"",""egg_allergy""]}","{""good_for"":[""light_meal"",""with_friends""],""bad_for"":[""high_cholesterol"",""egg_allergy""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":true,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
219,bánh hỏi,đồ ăn,"bánh hỏi, mỡ hành, thịt nướng","mỡ hành (nhiều/ít/không), nước mắm (cay/không cay)","{""mỡ_hành"": [""nhiều"", ""ít"", ""không""], ""nước_mắm"": [""cay"", ""không cay""]}","Bánh hỏi thơm, mềm, đậm vị thịt nướng và mỡ hành. Không phù hợp người cholesterol cao hoặc béo phì.","{""type"":""đồ ăn"",""taste"":[""savory"",""umami"",""soft""],""ingredients"":[""bánh hỏi"",""mỡ hành"",""thịt nướng""],""options"":[""mỡ hành (nhiều/ít/không)"",""nước mắm (cay/không cay)""],""suitable_for"":[""light_meal""],""avoid_for"":[""high_cholesterol"",""obesity"",""heart_disease""]}","{""good_for"":[""light_meal""],""bad_for"":[""high_cholesterol"",""obesity"",""heart_disease""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":false,""cold_weather"":true,""rainy"":false,""sunny_strong"":false,""pre_work"":false,""post_work"":true,""post_workout"":false,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
220,canh chua chay,đồ ăn,"rau củ, me, đậu hũ, thơm, cà chua","me (nhiều/ít), đậu hũ (nhiều/ít), rau (nhiều/ít)","{""me"": [""nhiều"", ""ít""], ""đậu_hũ"": [""nhiều"", ""ít""], ""rau"": [""nhiều"", ""ít""]}","Canh chua chay là món thanh mát, dễ tiêu và ít dầu mỡ. Phù hợp nhiều tình trạng sức khỏe. Không phù hợp người đau dạ dày nặng do vị chua.","{""type"":""đồ ăn"",""taste"":[""sour"",""light"",""fresh""],""ingredients"":[""rau củ"",""me"",""đậu hũ"",""thơm"",""cà chua""],""options"":[""me (nhiều/ít)"",""đậu hũ (nhiều/ít)"",""rau (nhiều/ít)""],""suitable_for"":[""weight_loss"",""poor_digestive_system"",""low_fat_diet""],""avoid_for"":[""gastritis"",""weak_stomach""]}","{""good_for"":[""weight_loss"",""poor_digestive_system"",""low_fat_diet""],""bad_for"":[""gastritis"",""weak_stomach""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":true,""sunny_strong"":true,""pre_work"":false,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":true}",
221,gỏi đu đủ chay,đồ ăn,"đu đủ bào, đậu phộng, rau thơm","đậu phộng (nhiều/ít), rau thơm (nhiều/ít/không)","{""đậu_phộng"": [""nhiều"", ""ít""], ""rau_thơm"": [""nhiều"", ""ít"", ""không""]}","Gỏi đu đủ chay là món thanh mát, giòn và ít dầu mỡ. Không phù hợp người dị ứng hạt hoặc đau dạ dày nặng do vị chua nhẹ.","{""type"":""đồ ăn"",""taste"":[""fresh"",""light"",""crunchy""],""ingredients"":[""đu đủ bào"",""đậu phộng"",""rau thơm""],""options"":[""đậu phộng (nhiều/ít)"",""rau thơm (nhiều/ít/không)""],""suitable_for"":[""weight_loss"",""low_fat_diet""],""avoid_for"":[""nut_allergy"",""gastritis"",""weak_stomach""]}","{""good_for"":[""weight_loss"",""low_fat_diet""],""bad_for"":[""nut_allergy"",""gastritis"",""weak_stomach""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":false,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
222,gỏi sen,đồ ăn,"ngó sen, đậu phộng, rau thơm","đậu phộng (nhiều/ít), rau thơm (nhiều/ít/không)","{""đậu_phộng"": [""nhiều"", ""ít""], ""rau_thơm"": [""nhiều"", ""ít"", ""không""]}","Gỏi sen thanh mát, giòn nhẹ và thơm. Không phù hợp người dị ứng hạt hoặc đau dạ dày nặng.","{""type"":""đồ ăn"",""taste"":[""fresh"",""light"",""crunchy""],""ingredients"":[""ngó sen"",""đậu phộng"",""rau thơm""],""options"":[""đậu phộng (nhiều/ít)"",""rau thơm (nhiều/ít/không)""],""suitable_for"":[""weight_loss"",""low_fat_diet""],""avoid_for"":[""nut_allergy"",""gastritis"",""weak_stomach""]}","{""good_for"":[""weight_loss"",""low_fat_diet""],""bad_for"":[""nut_allergy"",""gastritis"",""weak_stomach""]}","{""morning"":false,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":false,""sunny_strong"":true,""pre_work"":false,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":false,""want_cold_food"":true,""in_a_hurry"":true,""on_the_go"":true,""with_friends"":true,""need_relax"":false,""portable"":true,""short_lunch_break"":true}",
223,bún chay,đồ ăn,"bún, rau củ, đậu hũ, nấm","rau (nhiều/ít/không), đậu hũ (nhiều/ít), nấm (nhiều/ít)","{""rau"": [""nhiều"", ""ít"", ""không""], ""đậu_hũ"": [""nhiều"", ""ít""], ""nấm"": [""nhiều"", ""ít""]}","Bún chay thanh đạm, dễ tiêu và ít dầu mỡ. Phù hợp nhiều tình trạng sức khỏe, trừ người dị ứng nấm.","{""type"":""đồ ăn"",""taste"":[""light"",""fresh"",""umami""],""ingredients"":[""bún"",""rau củ"",""đậu hũ"",""nấm""],""options"":[""rau (nhiều/ít/không)"",""đậu hũ (nhiều/ít)"",""nấm (nhiều/ít)""],""suitable_for"":[""weight_loss"",""poor_digestive_system"",""low_fat_diet""],""avoid_for"":[""mushroom_allergy""]}","{""good_for"":[""weight_loss"",""poor_digestive_system"",""low_fat_diet""],""bad_for"":[""mushroom_allergy""]}","{""morning"":true,""noon"":true,""evening"":true,""midnight"":false,""hot_weather"":true,""cold_weather"":false,""rainy"":true,""sunny_strong"":true,""pre_work"":true,""post_work"":true,""post_workout"":true,""light_meal"":true,""want_hot_food"":true,""want_cold_food"":false,""in_a_hurry"":false,""on_the_go"":false,""with_friends"":true,""need_relax"":false,""portable"":false,""short_lunch_break"":true}",
